CITY,COUNTY,Atlas_Total_Disaster_Declarations,POPULATION,Infra_Airports_Total,Infra_Airports_In_Floodplain_2025,Infra_Airports_Pct_2025,Infra_Airports_In_Floodplain_2050,Infra_Airports_Pct_2050,Infra_Hospitals_Total,Infra_Hospitals_In_Floodplain_2025,Infra_Hospitals_Pct_2025,Infra_Hospitals_In_Floodplain_2050,Infra_Hospitals_Pct_2050,Infra_Contaminated_Sites_Total,Infra_Contaminated_Sites_In_Floodplain_2025,Infra_Contaminated_Sites_Pct_2025,Infra_Contaminated_Sites_In_Floodplain_2050,Infra_Contaminated_Sites_Pct_2050,Infra_Libraries_Total,Infra_Libraries_In_Floodplain_2025,Infra_Libraries_Pct_2025,Infra_Libraries_In_Floodplain_2050,Infra_Libraries_Pct_2050,Infra_Parks_Total,Infra_Parks_In_Floodplain_2025,Infra_Parks_Pct_2025,Infra_Parks_In_Floodplain_2050,Infra_Parks_Pct_2050,Infra_Power_Plants_Total,Infra_Power_Plants_In_Floodplain_2025,Infra_Power_Plants_Pct_2025,Infra_Power_Plants_In_Floodplain_2050,Infra_Power_Plants_Pct_2050,Infra_Schools_Total,Infra_Schools_In_Floodplain_2025,Infra_Schools_Pct_2025,Infra_Schools_In_Floodplain_2050,Infra_Schools_Pct_2050,Infra_Hazardous_Waste_Total,Infra_Hazardous_Waste_In_Floodplain_2025,Infra_Hazardous_Waste_Pct_2025,Infra_Hazardous_Waste_In_Floodplain_2050,Infra_Hazardous_Waste_Pct_2050,Infra_Landfills_Total,Infra_Landfills_In_Floodplain_2025,Infra_Landfills_Pct_2025,Infra_Landfills_In_Floodplain_2050,Infra_Landfills_Pct_2050,Infra_Superfund_Sites_Total,Infra_Superfund_Sites_In_Floodplain_2025,Infra_Superfund_Sites_Pct_2025,Infra_Superfund_Sites_In_Floodplain_2050,Infra_Superfund_Sites_Pct_2050,Infra_Wastewater_Treatment_Total,Infra_Wastewater_Treatment_In_Floodplain_2025,Infra_Wastewater_Treatment_Pct_2025,Infra_Wastewater_Treatment_In_Floodplain_2050,Infra_Wastewater_Treatment_Pct_2050,Infra_Police_Stations_Total,Infra_Police_Stations_In_Floodplain_2025,Infra_Police_Stations_Pct_2025,Infra_Police_Stations_In_Floodplain_2050,Infra_Police_Stations_Pct_2050,Infra_Fire_Departments_Total,Infra_Fire_Departments_In_Floodplain_2025,Infra_Fire_Departments_Pct_2025,Infra_Fire_Departments_In_Floodplain_2050,Infra_Fire_Departments_Pct_2050,County_FEMA_Total,County_FEMA_Per_Capita,County_SVI_2022,blueacres,OUTREACH_TIER,PRIORITY_RANK,Fact1,Fact2,Fact3
Blairstown Township,Warren,8,"5,783",1,,0.00%,,0.00%,0,,0.00%,,0.00%,6,2,33.33%,3,50.00%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,3,1,33.33%,2,66.67%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,2,1,50.00%,2,100.00%,17216149,157,0.25,,B_UNDER_RADAR,171,"<strong>5 assets (29.4%)</strong> sit in flood zones today. That rises to 8 (47.1%), <strong>adding 3 facilities by 2050</strong>.",,
Bloomfield Township,Essex,8,"55,416",0,,0.00%,,0.00%,0,,0.00%,,0.00%,57,12,21.05%,35,61.40%,1,,0.00%,,0.00%,2,,0.00%,1,50.00%,0,,0.00%,,0.00%,17,2,11.76%,6,35.29%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,1,50.00%,2,100.00%,4,,0.00%,2,50.00%,89468673,105,0.94,,A_METRO_CRISIS,9,"<strong>15 assets (18.1%)</strong> sit in flood zones today. That rises to 46 (55.4%), <strong>more than doubling exposure and putting 55.4% of the city's public assets at risk by 2050</strong>.",,
Bloomingdale Borough,Passaic,7,"7,795",0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,2,100.00%,2,100.00%,1,,0.00%,,0.00%,4,3,75.00%,3,75.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,68625167,132,0.91,,B_UNDER_RADAR,197,"<strong>5 assets (35.7%)</strong> sit in flood zones today. That rises to 6 (42.9%), <strong>adding 1 facilities by 2050</strong>.",Bloomingdale Borough's <strong>only landfill</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,
Bloomsbury Borough,Hunterdon,6,802,0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,27296680,211,0.04,,C_LOWER_URGENCY,510,,,
Bogota Borough,Bergen,8,"9,799",0,,0.00%,,0.00%,0,,0.00%,,0.00%,7,2,28.57%,3,42.86%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,5,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,386547358,406,0.44,,C_LOWER_URGENCY,405,"<strong>3 assets (16.7%)</strong> sit in flood zones today. That rises to 4 (22.2%), <strong>adding 1 facilities by 2050</strong>.",,
Boonton Town,Morris,9,"8,894",0,,0.00%,,0.00%,0,,0.00%,,0.00%,17,,0.00%,,0.00%,1,,0.00%,,0.00%,5,2,40.00%,2,40.00%,0,,0.00%,,0.00%,7,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,83623155,164,0.17,,C_LOWER_URGENCY,469,"<strong>2 assets (6.1%)</strong> already sit in flood zones, a level that holds through 2050.",,
Boonton Township,Morris,9,"4,460",0,,0.00%,,0.00%,1,,0.00%,,0.00%,4,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,1,50.00%,1,50.00%,83623155,164,0.17,,C_LOWER_URGENCY,481,"<strong>1 assets (11.1%)</strong> already sit in flood zones, a level that holds through 2050.",,
Bordentown City,Burlington,8,"4,068",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,,0.00%,,0.00%,1,,0.00%,,0.00%,4,4,100.00%,4,100.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,21195327,46,0.24,,C_LOWER_URGENCY,400,"<strong>4 assets (25%)</strong> already sit in flood zones, a level that holds through 2050.",,
Bordentown Township,Burlington,8,"12,732",0,,0.00%,,0.00%,0,,0.00%,,0.00%,20,3,15.00%,3,15.00%,0,,0.00%,,0.00%,3,3,100.00%,3,100.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,2,,0.00%,,0.00%,21195327,46,0.24,,C_LOWER_URGENCY,373,"<strong>6 assets (18.2%)</strong> already sit in flood zones, a level that holds through 2050.",,
Bound Brook Borough,Somerset,7,"12,643",0,,0.00%,,0.00%,0,,0.00%,,0.00%,15,4,26.67%,10,66.67%,0,,0.00%,,0.00%,4,2,50.00%,3,75.00%,0,,0.00%,,0.00%,5,,0.00%,1,20.00%,0,,0.00%,,0.00%,3,2,66.67%,3,100.00%,1,,0.00%,1,100.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,4,2,50.00%,2,50.00%,75802442,220,0.19,,B_UNDER_RADAR,56,"<strong>10 assets (30.3%)</strong> sit in flood zones today. That rises to 20 (60.6%), <strong>more than doubling exposure and putting 60.6% of the city's public assets at risk by 2050</strong>.",Bound Brook Borough's <strong>only Superfund site</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,
Bradley Beach Borough,Monmouth,6,"4,140",0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,4,2,50.00%,2,50.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,327555966,509,0.21,,C_LOWER_URGENCY,443,"<strong>2 assets (25%)</strong> already sit in flood zones, a level that holds through 2050.",,
Branchburg Township,Somerset,7,"15,619",0,,0.00%,,0.00%,0,,0.00%,,0.00%,20,2,10.00%,2,10.00%,1,,0.00%,1,100.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,7,1,14.29%,1,14.29%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,75802442,220,0.19,,C_LOWER_URGENCY,391,"<strong>4 assets (11.4%)</strong> sit in flood zones today. That rises to 5 (14.3%), <strong>adding 1 facilities by 2050</strong>.",,
Branchville Borough,Sussex,7,810,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,13164892,91,0.05,,B_UNDER_RADAR,276,"No public assets sit in flood zones today, but <strong>1 (50%) become exposed by 2050</strong>.",,
Brick Township,Ocean,6,"76,629",0,,0.00%,,0.00%,2,,0.00%,,0.00%,25,4,16.00%,5,20.00%,1,,0.00%,,0.00%,5,4,80.00%,4,80.00%,1,,0.00%,,0.00%,16,,0.00%,2,12.50%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,1,100.00%,9,2,22.22%,2,22.22%,278969403,437,0.41,,C_LOWER_URGENCY,313,"<strong>11 assets (16.9%)</strong> sit in flood zones today. That rises to 15 (23.1%), <strong>adding 4 facilities by 2050</strong>.",Brick Township's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Bridgeton City,Cumberland,8,"27,722",0,,0.00%,,0.00%,6,1,16.67%,3,50.00%,27,8,29.63%,11,40.74%,1,,0.00%,,0.00%,4,2,50.00%,2,50.00%,2,1,50.00%,1,50.00%,10,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,12,,0.00%,,0.00%,1,,0.00%,,0.00%,38255115,249,0.98,,C_LOWER_URGENCY,301,"<strong>13 assets (19.7%)</strong> sit in flood zones today. That rises to 18 (27.3%), <strong>adding 5 facilities by 2050</strong>.",Bridgeton City's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Bridgewater Township,Somerset,7,"46,871",0,,0.00%,,0.00%,0,,0.00%,,0.00%,33,3,9.09%,5,15.15%,2,,0.00%,,0.00%,17,7,41.18%,7,41.18%,3,1,33.33%,1,33.33%,26,2,7.69%,6,23.08%,3,,0.00%,,0.00%,3,2,66.67%,2,66.67%,1,1,100.00%,1,100.00%,1,,0.00%,1,100.00%,2,,0.00%,,0.00%,6,,0.00%,1,16.67%,75802442,220,0.19,,C_LOWER_URGENCY,291,"<strong>16 assets (16.5%)</strong> sit in flood zones today. That rises to 24 (24.7%), <strong>adding 8 facilities by 2050</strong>.",Bridgewater Township's <strong>only wastewater treatment center</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,Bridgewater Township's <strong>only Superfund site</strong> is already in a flood zone today and remains at risk through 2050.
Brielle Borough,Monmouth,6,"4,938",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,1,100.00%,327555966,509,0.21,,B_UNDER_RADAR,250,"<strong>2 assets (28.6%)</strong> sit in flood zones today. That rises to 3 (42.9%), <strong>adding 1 facilities by 2050</strong>.",,
Brigantine City,Atlantic,8,"7,697",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,6,100.00%,6,100.00%,1,1,100.00%,1,100.00%,3,3,100.00%,3,100.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,50974342,186,0.85,,B_UNDER_RADAR,94,"<strong>13 assets (100%)</strong> already sit in flood zones, a level that holds through 2050.",,
Brooklawn Borough,Camden,5,"1,831",0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,3,75.00%,4,100.00%,0,,0.00%,,0.00%,3,1,33.33%,2,66.67%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,1,50.00%,2,100.00%,10643598,20,0.78,,B_UNDER_RADAR,149,"<strong>6 assets (50%)</strong> sit in flood zones today. That rises to 9 (75%), <strong>75% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",Brooklawn Borough's <strong>only landfill</strong> is already in a flood zone today and remains at risk through 2050.,
Buena Borough,Atlantic,8,"4,555",0,,0.00%,,0.00%,0,,0.00%,,0.00%,8,,0.00%,,0.00%,1,,0.00%,,0.00%,3,1,33.33%,1,33.33%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,50974342,186,0.85,,C_LOWER_URGENCY,461,"<strong>2 assets (10%)</strong> already sit in flood zones, a level that holds through 2050.",Buena Borough's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Buena Vista Township,Atlantic,8,"7,197",0,,0.00%,,0.00%,0,,0.00%,,0.00%,10,,0.00%,1,10.00%,0,,0.00%,,0.00%,3,3,100.00%,3,100.00%,1,,0.00%,,0.00%,6,,0.00%,,0.00%,2,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,,0.00%,1,20.00%,50974342,186,0.85,,C_LOWER_URGENCY,389,"<strong>3 assets (10.3%)</strong> sit in flood zones today. That rises to 5 (17.2%), <strong>adding 2 facilities by 2050</strong>.",,
Burlington City,Burlington,8,"10,143",0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,33,27,81.82%,30,90.91%,1,1,100.00%,1,100.00%,11,10,90.91%,10,90.91%,1,1,100.00%,1,100.00%,7,6,85.71%,7,100.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,3,3,100.00%,3,100.00%,21195327,46,0.24,,B_UNDER_RADAR,19,"<strong>51 assets (85%)</strong> sit in flood zones today. That rises to 55 (91.7%), <strong>91.7% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",Burlington City's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,Burlington City's <strong>only hospital</strong> is already in a flood zone today and remains at risk through 2050.
Burlington Township,Burlington,8,"24,392",0,,0.00%,,0.00%,0,,0.00%,,0.00%,11,2,18.18%,7,63.64%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,,0.00%,2,40.00%,6,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,1,33.33%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,21195327,46,0.24,,B_UNDER_RADAR,127,"<strong>3 assets (10%)</strong> sit in flood zones today. That rises to 11 (36.7%), <strong>more than doubling exposure and adding 8 facilities by 2050</strong>.",Burlington Township's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Butler Borough,Morris,9,"8,196",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,2,33.33%,2,33.33%,1,,0.00%,,0.00%,3,1,33.33%,1,33.33%,0,,0.00%,,0.00%,4,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,2,,0.00%,,0.00%,83623155,164,0.17,,C_LOWER_URGENCY,406,"<strong>4 assets (22.2%)</strong> already sit in flood zones, a level that holds through 2050.",,
Byram Township,Sussex,7,"8,217",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,,0.00%,1,16.67%,0,,0.00%,,0.00%,11,9,81.82%,10,90.91%,0,,0.00%,,0.00%,2,,0.00%,2,100.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,3,,0.00%,,0.00%,13164892,91,0.05,,B_UNDER_RADAR,87,"<strong>10 assets (40%)</strong> sit in flood zones today. That rises to 14 (56%), <strong>pushing over half (56%) of the city's public assets into flood risk by 2050</strong>.",,
Caldwell Borough,Essex,8,"9,326",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,4,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,89468673,105,0.94,,C_LOWER_URGENCY,511,,,
Califon Borough,Hunterdon,6,"1,018",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,27296680,211,0.04,,B_UNDER_RADAR,278,"No public assets sit in flood zones today, but <strong>1 (33.3%) become exposed by 2050</strong>.",,
Camden City,Camden,5,"71,749",0,,0.00%,,0.00%,12,1,8.33%,3,25.00%,151,68,45.03%,85,56.29%,2,,0.00%,,0.00%,58,29,50.00%,33,56.90%,7,3,42.86%,6,85.71%,45,5,11.11%,11,24.44%,3,1,33.33%,2,66.67%,2,,0.00%,,0.00%,2,2,100.00%,2,100.00%,1,1,100.00%,1,100.00%,7,2,28.57%,3,42.86%,5,1,20.00%,2,40.00%,10643598,20,0.78,,A_METRO_CRISIS,3,"<strong>113 assets (38.3%)</strong> sit in flood zones today. That rises to 148 (50.2%), <strong>pushing over half (50.2%) of the city's public assets into flood risk by 2050</strong>.",Camden City's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Cape May City,Cape May,8,"2,742",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,1,33.33%,1,33.33%,1,1,100.00%,1,100.00%,6,5,83.33%,6,100.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,2,1,50.00%,2,100.00%,54653243,573,0.35,,B_UNDER_RADAR,120,"<strong>8 assets (57.1%)</strong> sit in flood zones today. That rises to 11 (78.6%), <strong>78.6% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",,
Cape May Point Borough,Cape May,8,297,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,5,100.00%,5,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,54653243,573,0.35,,B_UNDER_RADAR,190,"<strong>6 assets (100%)</strong> already sit in flood zones, a level that holds through 2050.",,
Carlstadt Borough,Bergen,8,"6,454",0,,0.00%,,0.00%,0,,0.00%,,0.00%,43,39,90.70%,41,95.35%,1,,0.00%,,0.00%,3,1,33.33%,2,66.67%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,386547358,406,0.44,,B_UNDER_RADAR,22,"<strong>41 assets (78.8%)</strong> sit in flood zones today. That rises to 44 (84.6%), <strong>84.6% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",Carlstadt Borough's <strong>only landfill</strong> is already in a flood zone today and remains at risk through 2050.,
Carneys Point Township,Salem,6,"8,693",0,,0.00%,,0.00%,0,,0.00%,,0.00%,17,3,17.65%,8,47.06%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,,0.00%,2,50.00%,0,,0.00%,,0.00%,2,,0.00%,1,50.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,5624464,87,0.67,,B_UNDER_RADAR,100,"<strong>5 assets (19.2%)</strong> sit in flood zones today. That rises to 13 (50%), <strong>more than doubling exposure and putting 50% of the city's public assets at risk by 2050</strong>.",Carneys Point Township's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Carteret Borough,Middlesex,6,"26,003",0,,0.00%,,0.00%,0,,0.00%,,0.00%,34,13,38.24%,15,44.12%,1,1,100.00%,1,100.00%,10,8,80.00%,9,90.00%,3,,0.00%,1,33.33%,7,2,28.57%,4,57.14%,1,,0.00%,,0.00%,5,1,20.00%,1,20.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,2,,0.00%,1,50.00%,332881646,387,0.66,,B_UNDER_RADAR,30,"<strong>25 assets (39.1%)</strong> sit in flood zones today. That rises to 33 (51.6%), <strong>pushing over half (51.6%) of the city's public assets into flood risk by 2050</strong>.",,
Cedar Grove Township,Essex,8,"13,766",0,,0.00%,,0.00%,1,,0.00%,,0.00%,13,1,7.69%,1,7.69%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,,0.00%,1,16.67%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,3,1,33.33%,1,33.33%,89468673,105,0.94,,C_LOWER_URGENCY,388,"<strong>4 assets (15.4%)</strong> sit in flood zones today. That rises to 5 (19.2%), <strong>adding 1 facilities by 2050</strong>.",,
Chatham Borough,Morris,9,"10,062",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,,0.00%,,0.00%,1,,0.00%,,0.00%,4,1,25.00%,1,25.00%,0,,0.00%,,0.00%,6,,0.00%,1,16.67%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,83623155,164,0.17,,C_LOWER_URGENCY,411,"<strong>3 assets (14.3%)</strong> sit in flood zones today. That rises to 4 (19%), <strong>adding 1 facilities by 2050</strong>.",Chatham Borough's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,Chatham Borough's <strong>only solid & hazardous waste site</strong> is already in a flood zone today and remains at risk through 2050.
Chatham Township,Morris,9,"11,284",0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,1,20.00%,3,60.00%,0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,5,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,,0.00%,1,100.00%,1,,0.00%,1,100.00%,1,,0.00%,,0.00%,3,,0.00%,2,66.67%,83623155,164,0.17,,B_UNDER_RADAR,154,"<strong>2 assets (10.5%)</strong> sit in flood zones today. That rises to 9 (47.4%), <strong>more than doubling exposure and adding 7 facilities by 2050</strong>.",Chatham Township's <strong>only wastewater treatment center</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,Chatham Township's <strong>only Superfund site</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.
Cherry Hill Township,Camden,5,"78,988",0,,0.00%,,0.00%,1,,0.00%,,0.00%,48,3,6.25%,5,10.42%,1,,0.00%,,0.00%,21,5,23.81%,6,28.57%,2,,0.00%,,0.00%,34,,0.00%,1,2.94%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,7,,0.00%,,0.00%,10643598,20,0.78,,C_LOWER_URGENCY,330,"<strong>8 assets (6.6%)</strong> sit in flood zones today. That rises to 12 (9.9%), <strong>adding 4 facilities by 2050</strong>.",,
Chesilhurst Borough,Camden,5,"1,558",0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,10643598,20,0.78,,C_LOWER_URGENCY,512,,,
Chester Borough,Morris,9,"1,695",0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,83623155,164,0.17,,C_LOWER_URGENCY,513,,,
Chester Township,Morris,9,"7,776",0,,0.00%,,0.00%,1,,0.00%,,0.00%,7,,0.00%,1,14.29%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,1,20.00%,2,40.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,83623155,164,0.17,,C_LOWER_URGENCY,426,"<strong>1 assets (7.1%)</strong> sit in flood zones today. That rises to 3 (21.4%), <strong>more than doubling exposure and adding 2 facilities by 2050</strong>.",,
Chesterfield Township,Burlington,8,"9,022",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,21195327,46,0.24,,C_LOWER_URGENCY,514,,,
